step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
539,PAYMENT,5734.28,C3738392633,133360.09,127625.81,M973314298,5.19,5739.47,0,0
669,CASH_OUT,121.61,C1799427212,99.37,0.0,M817427317,728.78,850.39,0,0
156,CASH_OUT,13379.6,C3249464997,632.77,0.0,M227410274,1082.09,14461.69,0,0
291,CASH_OUT,17.51,C3243753809,65.13,47.62,M912748962,41.69,59.2,0,0
648,PAYMENT,5755.73,C4250594582,3219.16,0.0,M210172841,827.11,6582.84,0,0
144,TRANSFER,67.46,C2814215475,1539.38,1471.92,C6591306291,318.19,385.65,0,0
106,CASH_IN,7257.54,C9572812014,1241.63,0.0,C4361703451,2.48,7260.02,0,0
420,PAYMENT,158.2,C5580458008,228.33,70.13,M225346024,632.65,790.85,0,0
670,PAYMENT,3674.54,C4245407135,376.85,0.0,M633625225,35.52,3710.06,0,0
658,CASH_OUT,5154.38,C3936368665,928.72,0.0,M845962698,1688.06,1688.06,1,0
2,CASH_IN,126.99,C9025444923,571.0,444.01,C5367223169,114.43,241.42,0,0
589,CASH_IN,3114.41,C1856853045,985.63,0.0,C7185439312,975.04,4089.45,0,0
644,CASH_OUT,381.48,C5125686703,26.02,0.0,M660984766,7583.65,7965.13,0,0
90,CASH_OUT,21.65,C7212179426,5.07,0.0,M921452263,141.81,163.46,0,0
345,PAYMENT,1115.01,C6805716470,2610.85,1495.84,M990323404,292.21,1407.22,0,0
350,PAYMENT,52.82,C6809834656,2832.7,2779.88,M250609829,9160.04,9212.86,0,0
459,PAYMENT,109.29,C2529682552,1970.13,1860.84,M487182913,1661.24,1770.53,0,0
263,PAYMENT,67.66,C1529716147,4102.69,4035.03,M825336248,331.44,399.1,0,0
351,PAYMENT,859.57,C9262443319,353.62,0.0,M199757107,15923.03,16782.6,0,0
108,CASH_OUT,56.2,C9407566966,455.21,399.01,M780208345,237.96,294.16,0,0
586,PAYMENT,34.72,C9674945957,331.86,297.14,M636432372,227.8,262.52,0,0
39,PAYMENT,50.06,C8954418467,11.88,0.0,M314196849,42.33,92.39,0,0
159,CASH_IN,97.56,C7602495414,4614.26,4516.7,C1237640614,1635.77,1733.33,0,0
583,TRANSFER,1089.35,C3331869699,7811.51,6722.16,C3557970656,30.12,1119.47,0,0
312,CASH_IN,2485.29,C6203815528,11267.04,8781.75,C2842944977,11654.22,14139.51,0,0
241,CASH_IN,2415.1,C5171240565,504.23,0.0,C3871814723,97.72,2512.82,0,0
445,PAYMENT,376.34,C5812247455,182.4,0.0,M574100079,1264.82,1641.16,0,0
298,PAYMENT,357.41,C2252301625,338.23,0.0,M411207333,448.03,805.44,0,0
36,TRANSFER,279.37,C8238762301,302.25,22.88,C1403019896,1462.71,1742.08,0,0
84,CASH_OUT,980.74,C7251720457,7.33,0.0,M809676463,1104.04,2084.78,0,0
452,PAYMENT,3786.46,C4118049210,2305.04,0.0,M571836152,508.13,4294.59,0,0
385,PAYMENT,298.21,C3845580973,9037.67,8739.46,M501813223,162.33,460.54,0,0
172,PAYMENT,1170.6,C5329382290,1884.74,714.14,M386269560,771.77,1942.37,0,0
376,CASH_OUT,33.76,C5970877502,1160.23,1126.47,M497129427,9161.16,9194.92,0,0
685,PAYMENT,2220.19,C6237164863,228.58,0.0,M785821112,188.66,2408.85,0,0
362,CASH_IN,621.5,C6891698377,7369.2,6747.7,C6160824602,24.51,646.01,0,0
559,PAYMENT,51.15,C7561578105,880.79,829.64,M544995030,2050.44,2101.59,0,0
141,CASH_IN,3424.01,C4607192895,52.1,0.0,C5422172011,773.11,4197.12,0,0
118,PAYMENT,33.7,C3017085312,29969.49,29935.79,M450864382,11844.48,11878.18,0,0
277,TRANSFER,4.26,C2784134906,5523.05,5518.79,C3754190841,1581.26,1585.52,0,0
726,PAYMENT,2194.19,C8274462275,68684.96,66490.77,M786673346,9083.26,11277.45,0,0
220,PAYMENT,871.96,C9239307584,20070.9,19198.94,M244152862,30659.13,31531.09,0,0
26,CASH_OUT,35.8,C5054345319,231.01,195.21,M492704874,199.62,235.42,0,0
521,CASH_OUT,821.15,C8904758440,537.69,0.0,M966896098,310.94,1132.09,0,0
10,PAYMENT,4187.07,C5574404314,13750.93,9563.86,M560951270,6406.18,10593.25,0,0
378,PAYMENT,680.18,C8273063882,58.08,0.0,M289292805,492.56,1172.74,0,0
633,PAYMENT,52949.87,C3059007003,68853.25,15903.38,M363886044,147.4,53097.27,0,0
637,CASH_OUT,73.55,C2916820528,2486.62,2413.07,M504664154,206.9,280.45,0,0
682,CASH_IN,4.61,C1189323547,8689.72,8685.11,C9674917209,84.87,89.48,0,0
584,CASH_IN,24.0,C7118399001,2458.88,2434.88,C6889436320,2.6,26.6,0,0
152,CASH_OUT,4.1,C6456381915,1253.22,1249.12,M159138893,2045.38,2049.48,0,0
720,PAYMENT,29079.7,C1149178143,530.66,0.0,M299430132,65.54,29145.24,0,0
49,CASH_IN,399.46,C3405281477,760.32,360.86,C9256441252,10.59,410.05,0,0
154,PAYMENT,19500.67,C1652492823,1.38,0.0,M649925305,3637.98,23138.65,0,0
293,CASH_OUT,198.52,C1138994029,4477.86,4279.34,M585254642,11.11,209.63,0,0
580,PAYMENT,66.01,C6288594708,254443.27,254377.26,M343081129,6769.33,6835.34,0,0
50,CASH_OUT,12.68,C9482418169,137.97,125.29,M614932530,2144.41,2157.09,0,0
664,CASH_OUT,182.45,C8939039897,27.93,0.0,M268052327,1232.57,1415.02,0,0
531,CASH_OUT,2182.92,C3447809783,55376.92,53194.0,M758540481,21.12,2204.04,0,0
612,PAYMENT,257.44,C6498603498,2818.54,2561.1,M844872364,4.18,261.62,0,0
60,CASH_OUT,16.53,C5759314479,10526.55,10510.02,M240689677,66.4,82.93,0,0
167,TRANSFER,1489.58,C7331681158,3859.34,2369.76,C1301671479,0.71,1490.29,0,0
202,CASH_OUT,2159.42,C1515961919,107.95,0.0,M826695737,1.17,2160.59,0,0
146,CASH_OUT,139.81,C1940786774,10637.49,10497.68,M372236286,3418.68,3558.49,0,0
676,PAYMENT,108.84,C4472402032,319.75,210.91,M591804837,61663.66,61772.5,0,0
439,CASH_OUT,13.21,C7621801654,139.08,125.87,M360572315,543.09,556.3,0,0
242,PAYMENT,1416.77,C1998860716,5410.42,3993.65,M407019256,437.56,1854.33,0,0
581,CASH_OUT,160.03,C7523711250,1689.08,1529.05,M848478700,89.87,249.9,0,0
687,CASH_OUT,1.9,C8082388572,3080.47,3078.57,M648877200,3796.82,3798.72,0,0
561,CASH_OUT,20.69,C5314569169,2817.66,2796.97,M733168766,8.47,29.16,0,0
483,PAYMENT,1241.95,C3014622270,8740.71,7498.76,M895606724,650.7,1892.65,0,0
108,CASH_OUT,203.6,C7972910974,28051.08,27847.48,M731509678,40196.54,40400.14,0,0
226,CASH_IN,41.64,C7276926094,1860.96,1819.32,C5193819922,607.78,649.42,0,0
673,PAYMENT,449.25,C5335699211,40598.9,40149.65,M737427937,195.61,644.86,0,0
631,PAYMENT,75.18,C7317622825,18568.6,18493.42,M711245800,18640.0,18715.18,0,0
661,PAYMENT,111.55,C6841001502,6970.5,6858.95,M312168298,47590.15,47701.7,0,0
662,PAYMENT,235.32,C2858245386,260.63,25.31,M881714342,17278.11,17513.43,0,0
432,TRANSFER,11742.66,C4116216602,12698.77,956.11,C7401437909,326.87,12069.53,0,0
655,CASH_OUT,11632.1,C8304126533,3193.71,0.0,M632094373,3348.08,14980.18,0,0
419,CASH_OUT,7.83,C2680041873,38.25,30.42,M263375343,18081.17,18089.0,0,0
455,CASH_OUT,354.53,C6750787333,56.79,0.0,M912857948,117.56,472.09,0,0
160,CASH_OUT,22.1,C5958065419,52.59,30.49,M515588289,44.62,66.72,0,0
523,CASH_OUT,48.11,C3495968354,55.54,7.43,M908684648,1160.82,1208.93,0,0
650,PAYMENT,9.8,C3658853266,70.87,61.07,M949696105,31.77,41.57,0,0
590,PAYMENT,71.13,C9736132378,8877.77,8806.64,M164577245,20.37,91.5,0,0
77,DEBIT,37.1,C1844033601,1346.69,1309.59,M363040400,100.28,137.38,0,0
509,CASH_OUT,3137.18,C5227757856,9967.18,6830.0,M870745507,48.76,3185.94,0,0
441,CASH_OUT,74.9,C7845725013,66.69,0.0,M798156723,35.36,110.26,0,0
254,TRANSFER,8.23,C5734561244,23.23,15.0,C5944742160,595.92,604.15,0,0
320,CASH_IN,401.16,C3696553163,126.73,0.0,C9200518024,823.39,1224.55,0,0
263,PAYMENT,283.2,C9801033780,6199.95,5916.75,M212942218,12.94,296.14,0,0
597,PAYMENT,238.15,C7341210983,7117.31,6879.16,M583400519,1068.62,1306.77,0,0
658,CASH_IN,1366.49,C9232490081,621.58,0.0,C5345026326,640.24,2006.73,0,0
554,PAYMENT,4739.98,C7152398017,2455.47,0.0,M112764628,32.11,4772.09,0,0
374,CASH_OUT,231.29,C3549121407,309.05,77.76,M569977808,432.27,663.56,0,0
637,CASH_IN,686.34,C6093642663,178.73,0.0,C5241968331,791.7,1478.04,0,0
167,PAYMENT,243.37,C2858297341,2963.52,2720.15,M663807810,1014.15,1257.52,0,0
459,CASH_OUT,1110.97,C2099487077,5751.53,4640.56,M808129972,3740.57,4851.54,0,0
280,PAYMENT,21.34,C3998448825,96400.51,96379.17,M842831939,3116.12,3137.46,0,0
700,PAYMENT,1386.71,C1023505818,90.37,0.0,M883092805,450.26,1836.97,0,0
302,CASH_IN,710.55,C5310277822,66.14,0.0,C5345653871,43.49,754.04,0,0
531,CASH_OUT,59.2,C9722676972,317.88,258.68,M113400846,123.24,182.44,0,0
580,CASH_IN,33412.84,C7347763075,5079.63,0.0,C5873146479,682.76,34095.6,0,0
218,PAYMENT,26.61,C3937855249,165947.22,165920.61,M202401730,10198.02,10224.63,0,0
102,PAYMENT,780.2,C8961144827,1562.64,782.44,M329674904,1.29,781.49,0,0
554,CASH_OUT,59.48,C2011130275,127.07,67.59,M548434842,522.24,581.72,0,0
288,CASH_IN,1281.78,C4708487714,63.58,0.0,C3877015996,279.84,1561.62,0,0
167,TRANSFER,22010.63,C3309720055,255.66,0.0,C9600714118,806.64,22817.27,0,0
621,PAYMENT,1902.85,C2649732843,1945.84,42.99,M998900236,12.99,1915.84,0,0
36,CASH_OUT,319.87,C9786047724,6512.45,6192.58,M363557609,3963.2,4283.07,0,0
741,PAYMENT,2584.3,C3407711979,1894.0,0.0,M665341486,383.75,2968.05,0,0
353,CASH_IN,123.85,C8672447049,181.34,57.49,C1429894149,208.42,332.27,0,0
676,CASH_OUT,1072.72,C2024126629,41.69,0.0,M217323562,1088.94,2161.66,0,0
73,PAYMENT,480.82,C4502362650,5650.78,5169.96,M801786136,908.3,1389.12,0,0
648,PAYMENT,35.4,C4233579674,276.8,241.4,M754352595,430.2,465.6,0,0
353,CASH_OUT,12298.33,C3009128945,340.46,0.0,M258667080,102.24,12400.57,0,0
70,PAYMENT,4854.42,C2418064504,86.92,0.0,M648248088,234.76,5089.18,0,0
425,CASH_OUT,72.8,C9792210662,22.53,0.0,M670988260,431.26,504.06,0,0
708,CASH_IN,3137.98,C9012791354,66991.99,63854.01,C1811109672,38343.32,41481.3,0,0
561,PAYMENT,38.28,C4560366209,211.34,173.06,M558443371,536.43,574.71,0,0
642,PAYMENT,1018.26,C3239627175,8.08,0.0,M344879186,2134.19,3152.45,0,0
517,PAYMENT,443.65,C5152871433,1648.02,1204.37,M590658699,3489.04,3932.69,0,0
428,CASH_OUT,11577.16,C2578395938,756.99,0.0,M440538364,428.28,12005.44,0,0
539,CASH_IN,783.52,C6719750232,10.16,0.0,C7879789099,12386.46,13169.98,0,0
160,PAYMENT,18.35,C8605351133,18996.99,18978.64,M988462701,6.03,24.38,0,0
149,PAYMENT,3098.07,C5483087170,5743.36,2645.29,M758310661,881.05,3979.12,0,0
230,PAYMENT,167.14,C5674818036,9011.68,8844.54,M678279838,6419.73,6586.87,0,0
712,PAYMENT,152.1,C2180938299,2142.04,1989.94,M837661806,1464.15,1616.25,0,0
562,CASH_OUT,427.69,C5688301741,42.15,0.0,M492995314,4.62,432.31,0,0
67,CASH_OUT,127.82,C2573297120,938.62,810.8,M408049247,831.19,959.01,0,0
381,CASH_OUT,14612.48,C3987708277,329.63,0.0,M260529145,364.54,14977.02,0,0
58,CASH_IN,2019.04,C6022161465,215.87,0.0,C2072207407,479.03,2498.07,0,0
259,CASH_OUT,40.95,C7913616292,65576.32,65535.37,M349716057,183.68,224.63,0,0
342,CASH_OUT,94.15,C4898366773,92.0,0.0,M543973637,3333.01,3427.16,0,0
130,CASH_IN,29.39,C1830702921,344.51,315.12,C3928311786,282.78,312.17,0,0
727,CASH_OUT,2794.63,C9541455624,1205.15,0.0,M241594849,9933.06,12727.69,0,0
172,PAYMENT,352.91,C6862989088,2935.59,2582.68,M617448423,592.9,945.81,0,0
614,CASH_OUT,57.21,C1934266263,75412.37,75355.16,M530184818,91.36,148.57,0,0
209,CASH_OUT,9354.78,C8893374458,728.66,0.0,M665235860,50476.43,59831.21,0,0
354,PAYMENT,1107.39,C3009653785,2269.44,1162.05,M873493594,55.97,1163.36,0,0
471,CASH_OUT,584.67,C6798979935,54.02,0.0,M775927677,174.68,759.35,0,0
116,CASH_IN,532.04,C8118100226,4622.91,4090.87,C2734445089,919.72,1451.76,0,0
264,PAYMENT,26.68,C4331840722,138502.48,138475.8,M499333554,9.9,36.58,0,0
662,CASH_OUT,1234.86,C3057341391,376.72,0.0,M330477972,666.58,1901.44,0,0
442,CASH_OUT,174.56,C4257732242,8164.65,7990.09,M928682879,91.41,265.97,0,0
548,PAYMENT,2301.46,C1998348279,32.27,0.0,M707492554,115592.71,117894.17,0,0
453,CASH_OUT,1448.76,C2642573495,462.88,0.0,M641157274,220.83,1669.59,0,0
477,CASH_OUT,357.04,C7088270736,524.6,167.56,M330287771,32.67,389.71,0,0
287,PAYMENT,309.94,C1588054131,2644.4,2334.46,M688589059,962.65,1272.59,0,0
303,CASH_IN,11135.14,C6802248731,773.53,0.0,C4271749935,525.14,11660.28,0,0
311,PAYMENT,27.83,C5362106714,18454.83,18427.0,M486930649,3064.95,3092.78,0,0
208,CASH_IN,128.15,C2964178351,303.63,175.48,C5292054822,46.62,174.77,0,0
618,CASH_IN,3916.94,C4498471915,6816.64,2899.7,C1656778943,18706.15,22623.09,0,0
446,CASH_OUT,7866.36,C8290741334,1641.85,0.0,M451961194,1013.32,8879.68,0,0
670,CASH_IN,306.2,C9503046515,73.93,0.0,C9684743863,65.24,371.44,0,0
633,CASH_IN,99.62,C5830165874,4.17,0.0,C3155970919,540.84,640.46,0,0
55,PAYMENT,103.74,C7375757048,1582.32,1478.58,M734871447,1995.44,2099.18,0,0
12,TRANSFER,22.9,C4677778860,198.05,175.15,C6718688539,1393.71,1416.61,0,0
657,CASH_OUT,22103.69,C8304590215,2182.66,0.0,M141131562,19.47,22123.16,0,0
400,CASH_OUT,300.03,C2894323348,46.93,0.0,M186439592,3.2,303.23,0,0
648,CASH_IN,1022.24,C5401189699,4162.33,3140.09,C3850842384,13.41,1035.65,0,0
515,PAYMENT,1043.21,C1778778940,55336.67,54293.46,M275162367,694.99,1738.2,0,0
656,CASH_OUT,7845.28,C6477619584,602.76,0.0,M242925406,1041.72,8887.0,0,0
542,CASH_OUT,174.42,C3400201912,7.46,0.0,M393794192,0.52,174.94,0,0
237,CASH_IN,200.84,C7959381546,954.06,753.22,C8076982213,819.47,1020.31,0,0
279,CASH_IN,2125.65,C9978605128,184.7,0.0,C6169467255,63.27,2188.92,0,0
348,PAYMENT,11.14,C4673679449,102.66,91.52,M296593134,19.25,30.39,0,0
627,TRANSFER,7947.59,C1648491998,649.37,0.0,C3311415455,85.1,8032.69,0,0
104,CASH_OUT,13046.39,C1396921485,13247.89,201.5,M567466173,464.03,13510.42,0,0
630,CASH_OUT,659.56,C9386764888,259.24,0.0,M569537493,319.83,979.39,0,0
517,PAYMENT,61.84,C9984375789,6270.2,6208.36,M585239232,1.5,63.34,0,0
248,CASH_IN,2222.18,C7733773836,639.7,0.0,C7860209555,15168.45,17390.63,0,0
364,CASH_OUT,275.32,C9291849718,874.51,599.19,M361211698,2029.85,2305.17,0,0
321,CASH_OUT,536.16,C2961680986,16806.93,16270.77,M127197774,589.83,1125.99,0,0
633,CASH_IN,624.5,C3939920059,545.05,0.0,C7086880586,5.66,630.16,0,0
286,TRANSFER,108.13,C9352418185,7444.7,7336.57,C5800531387,51.42,159.55,0,0
149,PAYMENT,807.97,C9116666553,621.16,0.0,M660437050,341.5,1149.47,0,0
84,CASH_OUT,21.62,C6536960309,4442.75,4421.13,M440560571,2793.87,2815.49,0,0
406,DEBIT,5.0,C8502215150,564.65,559.65,M399026135,6007.12,6012.12,0,0
456,CASH_IN,836.11,C4634083435,1682.31,846.2,C7559784891,210212.8,211048.91,0,0
743,PAYMENT,3252.79,C8449351966,2085.95,0.0,M552769882,587.51,3840.3,0,0
161,CASH_IN,144.45,C8295702153,5938.82,5794.37,C4648417574,78.79,223.24,0,0
460,CASH_IN,129.1,C2903157519,3639.26,3510.16,C1116157803,2633.02,2762.12,0,0
550,TRANSFER,1472.99,C5731827509,132.85,0.0,C6241206906,34.0,1506.99,0,0
500,CASH_IN,387.06,C5025463722,103815.7,103428.64,C9225014495,985.42,1372.48,0,0
738,PAYMENT,130.04,C2148838376,1170.79,1040.75,M353592954,86633.36,86763.4,0,0
509,PAYMENT,742.91,C1526489125,10814.48,10071.57,M168194426,187.51,930.42,0,0
654,PAYMENT,408.6,C4444187765,2.79,0.0,M413064623,83.07,491.67,0,0
481,PAYMENT,33.16,C4119834593,8172.11,8138.95,M346390114,12.51,45.67,0,0
663,CASH_IN,324.52,C6709717076,7429.94,7105.42,C8360425664,581.68,906.2,0,0
114,TRANSFER,581.65,C3961817165,1968.25,1386.6,C5261549345,9.55,591.2,0,0
578,PAYMENT,138.72,C4547158652,3.89,0.0,M368473088,25.6,164.32,0,0
361,PAYMENT,2569.6,C6546614859,180.28,0.0,M690512681,13.9,2583.5,0,0
341,PAYMENT,1060.67,C9928439791,84.83,0.0,M213778491,5577.81,6638.48,0,0
449,PAYMENT,231.79,C3265399642,20073.28,19841.49,M997454050,269.49,501.28,0,0
180,PAYMENT,527.05,C2001670785,54.14,0.0,M244577884,12202.82,12729.87,0,0
702,CASH_OUT,190.01,C8421748575,4382.59,4192.58,M508879249,692.74,882.75,0,0
407,PAYMENT,257.6,C6046011024,531.63,274.03,M409163205,130.2,387.8,0,0
666,CASH_OUT,277.27,C2466532855,16438.44,16161.17,M963099525,1897.75,2175.02,0,0
196,CASH_OUT,11.7,C1547117633,1943.54,1931.84,M927003098,2006.6,2018.3,0,0
466,CASH_IN,426.15,C4487147251,218.38,0.0,C4048233618,8074.88,8501.03,0,0
311,CASH_OUT,762.56,C4037530663,158.21,0.0,M455101349,44.35,806.91,0,0
262,CASH_OUT,55436.14,C7726138147,363.49,0.0,M494027394,419.79,55855.93,0,0
419,CASH_OUT,972.4,C3553377676,0.48,0.0,M419691636,22.25,994.65,0,0
406,CASH_OUT,109.31,C4524036694,91702.73,91593.42,M830002034,741.15,850.46,0,0
143,CASH_IN,15.16,C8997690636,29282.09,29266.93,C9281272595,0.48,15.64,0,0
342,PAYMENT,48.78,C8112921711,1299.92,1251.14,M867079544,33.7,82.48,0,0
316,CASH_IN,148.62,C4015595937,11487.86,11339.24,C9528176966,60.56,,0,0
101,PAYMENT,154.02,C2365019757,1001.61,847.59,M269714820,384.08,538.1,0,0
244,CASH_OUT,250.92,C8254550171,3264.25,3013.33,M152979480,5261.12,5512.04,0,0
490,CASH_OUT,180.44,C1384571430,12929.4,12748.96,M494919988,5.18,185.62,0,0
12,CASH_IN,254.22,C7382639497,604.18,349.96,C4015071627,3385.37,3639.59,0,0
239,PAYMENT,173.36,C7861337791,7592.42,7419.06,M693763908,935.59,1108.95,0,0
561,CASH_IN,418.56,C9657049914,12.28,0.0,C4279913538,1136.29,1554.85,0,0
42,PAYMENT,66.23,C7410108016,1875.13,1808.9,M370486406,201.35,267.58,0,0
678,PAYMENT,32.54,C3216685409,1057.85,1025.31,M244995464,2441.08,2473.62,0,0
594,CASH_IN,250.6,C1891620160,468.53,217.93,C5085124867,254.06,504.66,0,0
429,TRANSFER,960.95,C8074681088,654.09,0.0,C5228458537,43.44,43.44,1,0
158,PAYMENT,43.03,C2313922939,598.95,555.92,M206426950,244.93,287.96,0,0
216,CASH_OUT,127.84,C1445662006,17500.69,17372.85,M772871321,534.88,662.72,0,0
670,PAYMENT,301.18,C7305295400,948.07,646.89,M910270709,30.18,331.36,0,0
462,PAYMENT,286.98,C2342017791,1268388.08,1268101.1,M706087188,0.93,287.91,0,0
134,TRANSFER,1818.37,C2405432934,104.71,0.0,C8417136649,2125.48,3943.85,0,0
67,PAYMENT,2642.97,C1472179137,4388.57,1745.6,M223632829,61.1,2704.07,0,0
7,CASH_OUT,628.94,C6293145014,10271.63,9642.69,M245315520,0.69,629.63,0,0
526,TRANSFER,4531.63,C5764902655,414.07,0.0,C2469320082,542.05,5073.68,0,0
73,CASH_IN,192.86,C9519306933,52.78,0.0,C8479568426,268.65,461.51,0,0
399,CASH_OUT,2165.48,C2012103040,354.67,0.0,M512461657,13.55,2179.03,0,0
405,CASH_IN,118.39,C7741009566,40.34,0.0,C6710704503,78.79,197.18,0,0
675,CASH_OUT,729.26,C9044533409,139.93,0.0,M395405223,4530.2,5259.46,0,0
578,PAYMENT,1463.0,C6520318839,2886.71,1423.71,M410286407,7.93,1470.93,0,0
130,CASH_IN,451.37,C5227707431,711459.5,711008.13,C5173319415,102.63,554.0,0,0
466,PAYMENT,58.56,C4719752872,84028.9,83970.34,M320757059,1195.82,1254.38,0,0
206,CASH_OUT,14.22,C8174941767,239.83,225.61,M469597180,8.77,22.99,0,0
266,PAYMENT,1228.83,C2878707338,11662.78,10433.95,M797895537,38844.08,40072.91,0,0
537,CASH_IN,233.68,C3900317215,441.84,208.16,C1907982987,3468.59,3702.27,0,0
253,CASH_OUT,268.86,C7089231723,124.57,0.0,M200088241,29068.82,29337.68,0,0
289,PAYMENT,8104.85,C8452107912,891.79,0.0,M943706868,381.12,8485.97,0,0
164,CASH_IN,60.8,C7035264891,4.62,0.0,C2902756588,18075.81,18136.61,0,0
95,CASH_OUT,1773.49,C7479734421,16.42,0.0,M684726361,556.29,2329.78,0,0
110,CASH_IN,92.26,C4669528636,10750.09,10657.83,C7917518877,198.27,290.53,0,0
336,CASH_IN,282.98,C6831769745,33183.99,32901.01,C2268311020,24.06,307.04,0,0
238,PAYMENT,45.98,C3645067963,2.17,0.0,M122366622,772.95,818.93,0,0
381,PAYMENT,90.98,C8647521270,41913.85,41822.87,M906005505,75.68,166.66,0,0
436,CASH_OUT,921.95,C8580030973,19861.65,18939.7,M933698382,67.79,989.74,0,0
483,PAYMENT,5366.82,C4573170289,458.71,0.0,M848675009,569.17,5935.99,0,0
25,CASH_IN,941.06,C4598703759,3420.28,2479.22,C3459151051,31378.8,32319.86,0,0
653,CASH_OUT,743.73,C6809669222,103075.69,102331.96,M483741137,10803.95,11547.68,0,0
117,PAYMENT,66048.22,C8652818840,23503.97,0.0,M392029378,3115.62,69163.84,0,0
482,PAYMENT,1237.85,C6295537429,3771.44,2533.59,M440680034,359.83,1597.68,0,0
392,PAYMENT,62.35,C9900874274,224.9,162.55,M138390967,497.01,559.36,0,0
537,CASH_OUT,13.92,C1544585034,393.34,379.42,M795922848,15577.42,15591.34,0,0
79,CASH_IN,861.18,C2789921558,6299.78,5438.6,C3778924834,1420.09,2281.27,0,0
580,CASH_OUT,24.21,C6206235994,4249.45,4225.24,M107355751,0.51,24.72,0,0
173,CASH_IN,54.44,C6026596000,20025.81,19971.37,C3949629157,183489.17,183543.61,0,0
12,PAYMENT,739.97,C1176924737,29.61,0.0,M421031872,373.32,1113.29,0,0
128,PAYMENT,3228.73,C8707365605,3335.57,106.84,M252473474,459.29,3688.02,0,0
608,CASH_OUT,227.83,C6618001124,6622.41,6394.58,M346592521,664.76,892.59,0,0
92,CASH_IN,36.15,C5748754429,598.55,562.4,C8385331833,474.54,510.69,0,0
653,CASH_OUT,301.0,C3035693187,422953.44,0.0,M130714139,244.06,244.06,1,0
543,CASH_OUT,234.12,C8549671123,126.27,0.0,M987234051,9.54,243.66,0,0
532,PAYMENT,510.5,C4494984006,952.89,442.39,M749876335,17.27,527.77,0,0
658,CASH_IN,36.42,C5768542638,6818.26,6781.84,C4649935032,29335.82,29372.24,0,0
447,CASH_OUT,75.62,C7932751306,9497.16,9421.54,M617024963,66.61,142.23,0,0
390,CASH_OUT,3124.77,C8213322658,593.82,0.0,M188670742,6389.71,9514.48,0,0
672,CASH_IN,1849.19,C9569608706,591.13,0.0,C3588798820,822.57,2671.76,0,0
43,CASH_IN,4138.85,C7925244865,6290.46,2151.61,C4609984300,1.23,4140.08,0,0
254,CASH_OUT,9.96,C6865789490,3500.74,3490.78,M547906289,17.28,27.24,0,0
130,PAYMENT,68.56,C5278845089,1380.57,1312.01,M909372012,53.55,122.11,0,0
60,PAYMENT,2927.25,C9838395742,10.49,0.0,M816508876,2415.63,5342.88,0,0
663,PAYMENT,1319.05,C4975089968,1586.53,267.48,M658413304,213.86,1532.91,0,0
467,CASH_IN,911.06,C6176243158,62204.17,61293.11,C5570609616,2481.1,3392.16,0,0
287,CASH_OUT,195.43,C1179341026,4786.77,4591.34,M337392055,197.27,392.7,0,0
517,CASH_IN,116.71,C4261589748,157.69,40.98,C1638600168,1912.21,2028.92,0,0
467,PAYMENT,430.29,C9819497096,28.6,0.0,M522713156,28.06,458.35,0,0
345,PAYMENT,164.51,C5810940797,12051.44,11886.93,M626126965,117.8,282.31,0,0
642,PAYMENT,1160.06,C4227260847,347.44,0.0,M629822957,876.5,2036.56,0,0
382,TRANSFER,434.53,C9812314386,30887.04,30452.51,C4592325839,191.28,625.81,0,0
690,CASH_OUT,57.84,C8614410846,29168.45,29110.61,M189549972,431.56,489.4,0,0
253,CASH_OUT,1436.38,C2865717358,756.06,0.0,M635591137,450.68,1887.06,0,0
56,CASH_OUT,4957.01,C8295716867,2471.48,0.0,M409868269,2849.47,7806.48,0,0
463,TRANSFER,5665.03,C5358332945,3376.71,0.0,C9151458629,451.18,6116.21,0,0
457,CASH_IN,1551.29,C3395355704,54.57,0.0,C8877659774,304.04,1855.33,0,0
83,PAYMENT,1594.25,C3149433587,78140.57,76546.32,M174680265,919.63,2513.88,0,0
99,CASH_OUT,39.55,C3972362839,3818.26,3778.71,M744908766,1537.69,1577.24,0,0
149,CASH_IN,105.35,C7273919388,1607.74,1502.39,C5753505090,544.11,649.46,0,0
329,CASH_IN,288.1,C9964063825,12915.91,12627.81,C3467984427,25.87,313.97,0,0
156,PAYMENT,1319.68,C5834854894,2350.92,1031.24,M412192950,3185.04,4504.72,0,0
190,CASH_OUT,121.43,C1491607095,72.29,0.0,M849568819,2002.99,2124.42,0,0
494,CASH_OUT,218.34,C2613186737,146.37,0.0,M535545427,176.95,395.29,0,0
263,PAYMENT,1235.49,C8992255961,5.13,0.0,M103805922,1498.57,2734.06,0,0
80,CASH_IN,530.71,C4862662160,1293.59,762.88,C2689925555,47033.45,47564.16,0,0
400,CASH_OUT,786.61,C5562734090,4364.39,3577.78,M327304862,207.55,994.16,0,0
609,PAYMENT,85.11,C7315290498,686.26,601.15,M870017532,364.89,450.0,0,0
260,CASH_OUT,212.53,C3378168329,61.0,0.0,M964502733,778.73,991.26,0,0
615,CASH_IN,157.74,C7654846289,318.09,160.35,C4267870432,598659.19,598816.93,0,0
552,PAYMENT,402.67,C8659700402,436.12,33.45,M316621544,637.58,1040.25,0,0
