step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,hour_of_day,day_of_week,is_weekend,balance_diff_orig,balance_diff_dest,zero_balance_after,amount_to_balance,balance_mismatch,dest_type,is_extreme_amount,amount_capped,risk_score,risk_tier,type_encoded
253,CASH_OUT,1967.89,C7849530485,100368.69,98400.8,M498807670,522.43,2490.32,0,0,13,3,0,1967.89,1967.89,0,0.019606,0,Merchant,0,1967.89,15.49,Low,0
390,CASH_OUT,681.7,C4458358400,44541.68,43859.98,M578624710,251.77,933.47,0,0,6,2,0,681.7,681.7,0,0.015304,0,Merchant,0,681.7,15.38,Low,0
594,PAYMENT,24.67,C5844553868,3.21,0.0,M831379921,1508.17,1532.84,0,0,18,3,0,3.21,24.67,1,5.859857,1,Merchant,0,24.67,60.0,High,1
256,CASH_OUT,108.47,C1913213038,2468.4,0.0,M814061297,1151.53,1151.53,1,0,16,3,0,2468.4,0.0,1,0.043926,1,Merchant,0,108.47,51.1,High,0
709,CASH_IN,114.89,C3399563722,216.12,101.23,C3378266793,766.45,881.34,0,0,13,1,0,114.89,114.89,0,0.529154,0,Customer,0,114.89,13.23,Low,2
450,CASH_IN,4.81,C5068215898,357.6,352.79,C7195313471,127466.06,127470.87,0,0,18,4,0,4.81,4.81,0,0.013413,0,Customer,0,4.81,0.34,Low,2
10,PAYMENT,2589.64,C5652308134,583.79,0.0,M390621846,1043.2,3632.84,0,0,10,0,0,583.79,2589.64,1,4.428325,1,Merchant,0,2589.64,60.0,High,1
242,CASH_IN,525.76,C4192780003,4.24,0.0,C2709613632,8745.01,9270.77,0,0,2,3,0,4.24,525.76,1,100.335878,1,Customer,0,525.76,60.0,High,2
251,CASH_OUT,136.82,C6990474840,6.39,0.0,M642543670,79.27,216.09,0,0,11,3,0,6.39,136.82,1,18.514208,1,Merchant,0,136.82,75.0,High,0
5,CASH_OUT,2453.38,C8846982319,1356.94,0.0,M176540095,414.09,2867.47,0,0,5,0,0,1356.94,2453.38,1,1.806692,1,Merchant,0,2453.38,75.0,High,0
119,TRANSFER,737.05,C3111694293,2037.05,1300.0,C8827709650,1.91,738.96,0,0,23,4,0,737.05,737.05,0,0.361645,0,Customer,0,737.05,24.04,Low,3
374,TRANSFER,30.81,C4309602273,672.88,642.07,C2741884167,504.3,535.11,0,0,14,1,0,30.81,30.81,0,0.04572,0,Customer,0,30.81,16.14,Low,3
65,PAYMENT,1365.38,C5924067353,48.34,0.0,M371220012,87.18,1452.56,0,0,17,2,0,48.34,1365.38,1,27.672882,1,Merchant,0,1365.38,60.0,High,1
146,TRANSFER,6285.03,C9422611365,399.35,0.0,C4751596292,68.91,6353.94,0,0,2,6,1,399.35,6285.03,1,15.698839,1,Customer,0,6285.03,75.0,High,3
224,PAYMENT,304.97,C1516401969,40684.41,40379.44,M867016926,690.07,995.04,0,0,8,2,0,304.97,304.97,0,0.007496,0,Merchant,0,304.97,0.19,Low,1
239,CASH_OUT,352.8,C3617465117,442.79,89.99,M472644414,147.42,500.22,0,0,23,2,0,352.8,352.8,0,0.794971,0,Merchant,0,352.8,34.87,Medium,0
177,CASH_OUT,500.46,C5405596284,312.0,0.0,M344979017,8.51,508.97,0,0,9,0,0,312.0,500.46,1,1.598914,1,Merchant,0,500.46,75.0,High,0
282,TRANSFER,35.31,C9692541163,24153.22,24117.91,C1865188078,242.24,277.55,0,0,18,4,0,35.31,35.31,0,0.001462,0,Customer,0,35.31,15.04,Low,3
63,CASH_OUT,535.31,C4845942629,639.47,104.16,M530129994,2860790.15,2861325.46,0,0,15,2,0,535.31,535.31,0,0.835808,0,Merchant,0,535.31,35.9,Medium,0
217,PAYMENT,67.83,C3765435456,6009.42,5941.59,M643486497,1158.12,1225.95,0,0,1,2,0,67.83,67.83,0,0.011285,0,Merchant,0,67.83,0.28,Low,1
689,PAYMENT,398.2,C9994003617,3470.77,3072.57,M129803351,810.27,1208.47,0,0,17,0,0,398.2,398.2,0,0.114697,0,Merchant,0,398.2,2.87,Low,1
461,CASH_IN,562.16,C7000131743,117.85,0.0,C8288488144,23.86,586.02,0,0,5,5,1,117.85,562.16,1,4.729996,1,Customer,0,562.16,60.0,High,2
610,PAYMENT,1166.29,C3347824092,92.13,0.0,M174214360,18.09,1184.38,0,0,10,4,0,92.13,1166.29,1,12.523247,1,Merchant,0,1166.29,60.0,High,1
105,CASH_OUT,1255.28,C8343781938,37.72,0.0,M397962994,38.88,1294.16,0,0,9,4,0,37.72,1255.28,1,32.419421,1,Merchant,0,1255.28,75.0,High,0
99,CASH_OUT,63.09,C9557225339,87.86,24.77,M927441337,813.04,876.13,0,0,3,4,0,63.09,63.09,0,0.709993,0,Merchant,0,63.09,32.75,Medium,0
511,PAYMENT,587.12,C3946413073,8668.73,8081.61,M570861086,19.06,606.18,0,0,7,0,0,587.12,587.12,0,0.067721,0,Merchant,0,587.12,1.69,Low,1
385,CASH_IN,2730.34,C5447145230,140.54,0.0,C8000772932,14372.46,17102.8,0,0,1,2,0,140.54,2730.34,1,19.290236,1,Customer,0,2730.34,60.0,High,2
405,PAYMENT,40.17,C7586327258,776.83,736.66,M775356853,22.1,62.27,0,0,21,2,0,40.17,40.17,0,0.051644,0,Merchant,0,40.17,1.29,Low,1
518,CASH_IN,13229.53,C6947656165,542.32,0.0,C7472981722,3037.53,16267.06,0,0,14,0,0,542.32,13229.53,1,24.349426,1,Customer,0,13229.53,60.0,High,2
476,CASH_OUT,57.69,C3330133485,2832.71,2775.02,M141673133,0.0,845.22,0,0,20,5,1,57.69,845.22,0,0.020358,0,Merchant,0,57.69,15.51,Low,0
709,CASH_IN,10455.53,C6415646082,36.17,0.0,C9513862637,17335.15,27790.68,0,0,13,1,0,36.17,10455.53,1,281.289481,1,Customer,0,10455.53,60.0,High,2
645,PAYMENT,59.76,C2713927413,17070.88,17011.12,M798233808,26.16,85.92,0,0,21,5,1,59.76,59.76,0,0.0035,0,Merchant,0,59.76,0.09,Low,1
437,CASH_OUT,360.52,C8099958064,39755.46,39394.94,M735645917,864238.61,864599.13,0,0,5,4,0,360.52,360.52,0,0.009068,0,Merchant,0,360.52,15.23,Low,0
23,PAYMENT,274.29,C1798895087,1029.8,755.51,M969513069,648.66,922.95,0,0,23,0,0,274.29,274.29,0,0.266094,0,Merchant,0,274.29,6.65,Low,1
565,CASH_IN,26.22,C6494751550,4.06,0.0,C4616262435,8049.86,8076.08,0,0,13,2,0,4.06,26.22,1,5.181818,1,Customer,0,26.22,60.0,High,2
677,CASH_IN,1630.08,C8621251501,128.03,0.0,C6726970355,1076.24,2706.32,0,0,5,0,0,128.03,1630.08,1,12.633341,1,Customer,0,1630.08,60.0,High,2
714,CASH_OUT,1806.36,C1303602865,2416.38,610.02,M436901325,28.36,1834.72,0,0,18,1,0,1806.36,1806.36,0,0.747239,0,Merchant,0,1806.36,33.68,Medium,0
458,CASH_IN,1393.37,C8527991307,2780.44,1387.07,C9898512229,59.07,1452.44,0,0,2,5,1,1393.37,1393.37,0,0.500953,0,Customer,0,1393.37,12.52,Low,2
83,CASH_OUT,245.44,C8910734373,575.68,330.24,M336197166,429.57,675.01,0,0,11,3,0,245.44,245.44,0,0.425609,0,Merchant,0,245.44,25.64,Medium,0
145,CASH_OUT,99.14,C2884581270,17180.69,17081.55,M132741691,58.52,157.66,0,0,1,6,1,99.14,99.14,0,0.00577,0,Merchant,0,99.14,15.14,Low,0
85,PAYMENT,3634.81,C9077650668,259.67,0.0,M715045060,585.33,4220.14,0,0,13,3,0,259.67,3634.81,1,13.944106,1,Merchant,0,3634.81,60.0,High,1
78,CASH_IN,618.25,C3941080424,12839.31,12221.06,C4007986699,3662.22,4280.47,0,0,6,3,0,618.25,618.25,0,0.048149,0,Customer,0,618.25,1.2,Low,2
457,CASH_IN,88.89,C4434422378,1099.39,1010.5,C9474999154,9938.21,10027.1,0,0,1,5,1,88.89,88.89,0,0.08078,0,Customer,0,88.89,2.02,Low,2
1,CASH_OUT,619.6,C1475286208,266.34,0.0,M163965956,26232.46,26852.06,0,0,1,0,0,266.34,619.6,1,2.317648,1,Merchant,0,619.6,75.0,High,0
51,CASH_OUT,14.16,C1064605789,6828.93,6814.77,M847559020,360.26,374.42,0,0,3,2,0,14.16,14.16,0,0.002073,0,Merchant,0,14.16,15.05,Low,0
685,PAYMENT,500.48,C5721307425,982.61,482.13,M126259206,139.99,640.47,0,0,13,0,0,500.48,500.48,0,0.50882,0,Merchant,0,500.48,12.72,Low,1
717,CASH_OUT,1497.49,C7376067204,10083.81,8586.32,M532697130,5.3,1502.79,0,0,21,1,0,1497.49,1497.49,0,0.14849,0,Merchant,0,1497.49,18.71,Low,0
446,CASH_OUT,281.8,C6379511914,1568968.52,1568686.72,M119896184,1.11,282.91,0,0,14,4,0,281.8,281.8,0,0.00018,0,Merchant,0,281.8,15.0,Low,0
449,CASH_OUT,1672.06,C3585943697,106.17,0.0,M239027756,316.41,1988.47,0,0,17,4,0,106.17,1672.06,1,15.601941,1,Merchant,0,1672.06,75.0,High,0
488,PAYMENT,2051.73,C5597128612,9916.73,7865.0,M610849732,9238.01,11289.74,0,0,8,6,1,2051.73,2051.73,0,0.206875,0,Merchant,0,2051.73,5.17,Low,1
34,CASH_OUT,699.69,C7448434032,5403.91,4704.22,M932036638,545.85,1245.54,0,0,10,1,0,699.69,699.69,0,0.129455,0,Merchant,0,699.69,18.24,Low,0
348,PAYMENT,13851.38,C5322783099,93739.59,79888.21,M561728125,1145.58,14996.96,0,0,12,0,0,13851.38,13851.38,0,0.147763,0,Merchant,0,13851.38,3.69,Low,1
95,CASH_OUT,6050.59,C4850992863,10779.15,4728.56,M675202962,31.39,6081.98,0,0,23,3,0,6050.59,6050.59,0,0.561271,0,Merchant,0,6050.59,29.03,Medium,0
72,CASH_OUT,1414.69,C9927297224,55957.31,54542.62,M424376035,131.98,1546.67,0,0,0,3,0,1414.69,1414.69,0,0.025281,0,Merchant,0,1414.69,15.63,Low,0
551,CASH_IN,820.78,C6814686923,93.74,0.0,C3639746175,7508.39,8329.17,0,0,23,1,0,93.74,820.78,1,8.6635,1,Customer,0,820.78,60.0,High,2
154,CASH_OUT,241.59,C6575715162,45.2,0.0,M761352008,1219.78,1461.37,0,0,10,6,1,45.2,241.59,1,5.229221,1,Merchant,0,241.59,75.0,High,0
250,PAYMENT,110.57,C2354321484,104.42,0.0,M639099003,126.22,236.79,0,0,10,3,0,104.42,110.57,1,1.048852,1,Merchant,0,110.57,60.0,High,1
674,CASH_OUT,1988.17,C5915097710,740.92,0.0,M180705239,2150.24,4138.41,0,0,2,0,0,740.92,1988.17,1,2.679763,1,Merchant,0,1988.17,75.0,High,0
438,PAYMENT,270.88,C3016607272,34762.18,34491.3,M741873041,547.18,818.06,0,0,6,4,0,270.88,270.88,0,0.007792,0,Merchant,0,270.88,0.19,Low,1
118,CASH_OUT,53.08,C9485524485,60740.48,60687.4,M215463996,6078.32,6131.4,0,0,22,4,0,53.08,53.08,0,0.000874,0,Merchant,0,53.08,15.02,Low,0
306,CASH_OUT,81.1,C9933702247,440.51,359.41,M488953771,1362.62,1443.72,0,0,18,5,1,81.1,81.1,0,0.183688,0,Merchant,0,81.1,19.59,Low,0
268,PAYMENT,105.6,C2456206660,828.35,722.75,M286437448,177.83,283.43,0,0,4,4,0,105.6,105.6,0,0.127329,0,Merchant,0,105.6,3.18,Low,1
54,TRANSFER,13454.98,C8299574110,58.56,0.0,C1335873847,231.24,13686.22,0,0,6,2,0,58.56,13454.98,1,225.906313,1,Customer,0,13454.98,75.0,High,3
236,CASH_OUT,2198.78,C7640053290,1315.43,0.0,M763924837,13.08,2211.86,0,0,20,2,0,1315.43,2198.78,1,1.67026,1,Merchant,0,2198.78,75.0,High,0
389,PAYMENT,432.05,C1599950738,668.12,236.07,M304934945,7.05,439.1,0,0,5,2,0,432.05,432.05,0,0.645699,0,Merchant,0,432.05,16.14,Low,1
734,CASH_IN,923.25,C8792925981,672.96,0.0,C5078334723,133.25,1056.5,0,0,14,2,0,672.96,923.25,1,1.369888,1,Customer,0,923.25,60.0,High,2
401,PAYMENT,1164.51,C3340620468,20990.33,19825.82,M655758998,11889.7,13054.21,0,0,17,2,0,1164.51,1164.51,0,0.055476,0,Merchant,0,1164.51,1.39,Low,1
624,CASH_IN,71.01,C3724978077,3017.02,2946.01,C5908220323,1175.59,1246.6,0,0,0,5,1,71.01,71.01,0,0.023529,0,Customer,0,71.01,0.59,Low,2
303,CASH_OUT,39.05,C4464787094,41.74,2.69,M180486105,194.58,233.63,0,0,15,5,1,39.05,39.05,0,0.913664,0,Merchant,0,39.05,37.84,Medium,0
207,TRANSFER,3304.65,C3727388849,1.87,0.0,C2703914790,2102.56,5407.21,0,0,15,1,0,1.87,3304.65,1,1151.445993,1,Customer,0,3304.65,75.0,High,3
229,PAYMENT,27.13,C5840482319,4358.72,4331.59,M600265898,6562.97,6590.1,0,0,13,2,0,27.13,27.13,0,0.006223,0,Merchant,0,27.13,0.16,Low,1
578,CASH_OUT,389.61,C3849636081,1960.46,1570.85,M137828639,87.9,477.51,0,0,2,3,0,389.61,389.61,0,0.198633,0,Merchant,0,389.61,19.97,Low,0
75,CASH_IN,95.25,C5451449581,2818.97,2723.72,C2979355067,88.95,184.2,0,0,3,3,0,95.25,95.25,0,0.033777,0,Customer,0,95.25,0.84,Low,2
435,PAYMENT,627.65,C7685124902,1961.09,1333.44,M303875680,1177476.98,1178104.63,0,0,3,4,0,627.65,627.65,0,0.319888,0,Merchant,0,627.65,8.0,Low,1
103,PAYMENT,243.2,C1992689922,62.72,0.0,M499030283,43.35,286.55,0,0,7,4,0,62.72,243.2,1,3.816698,1,Merchant,0,243.2,60.0,High,1
422,CASH_IN,1173.76,C5894657565,682.37,0.0,C4629302396,101.42,1275.18,0,0,14,3,0,682.37,1173.76,1,1.717605,1,Customer,0,1173.76,60.0,High,2
704,PAYMENT,3.97,C1048047116,510.75,506.78,M221533581,164.98,168.95,0,0,8,1,0,3.97,3.97,0,0.007758,0,Merchant,0,3.97,0.19,Low,1
738,CASH_OUT,3794.62,C8684075914,895.01,0.0,M720014604,33.23,3827.85,0,0,18,2,0,895.01,3794.62,1,4.23502,1,Merchant,0,3794.62,75.0,High,0
306,PAYMENT,1755.95,C7130206283,9856.62,8100.67,M885702575,3.27,1759.22,0,0,18,5,1,1755.95,1755.95,0,0.178131,0,Merchant,0,1755.95,4.45,Low,1
98,CASH_OUT,3050.59,C5570919701,258.92,0.0,M542470718,506.16,3556.75,0,0,2,4,0,258.92,3050.59,1,11.73665,1,Merchant,0,3050.59,75.0,High,0
335,CASH_IN,2423.03,C7129619467,60.95,0.0,C3591774372,83.9,2506.93,0,0,23,6,1,60.95,2423.03,1,39.112672,1,Customer,0,2423.03,60.0,High,2
435,TRANSFER,755.66,C3626458855,31252.93,30497.27,C4210401134,1223.6,1979.26,0,0,3,4,0,755.66,755.66,0,0.024178,0,Customer,0,755.66,15.6,Low,3
447,PAYMENT,111.87,C2024156354,176.68,64.81,M615884303,49.97,161.84,0,0,15,4,0,111.87,111.87,0,0.629615,0,Merchant,0,111.87,15.74,Low,1
308,PAYMENT,969.58,C2020468306,19556.92,18587.34,M921944126,9373.8,10343.38,0,0,20,5,1,969.58,969.58,0,0.049575,0,Merchant,0,969.58,1.24,Low,1
249,CASH_OUT,719.87,C1574979697,237673.76,236953.89,M457406289,353.52,1073.39,0,0,9,3,0,719.87,719.87,0,0.003029,0,Merchant,0,719.87,15.08,Low,0
166,CASH_OUT,2328.84,C8305836648,47464.75,45135.91,M669105167,49.33,2378.17,0,0,22,6,1,2328.84,2328.84,0,0.049064,0,Merchant,0,2328.84,16.23,Low,0
481,TRANSFER,1398.7,C3673910826,5774.67,4375.97,C5934453270,73.15,1471.85,0,0,1,6,1,1398.7,1398.7,0,0.242171,0,Customer,0,1398.7,21.05,Low,3
335,CASH_OUT,487.1,C2578561550,668.17,181.07,M680244087,214.75,701.85,0,0,23,6,1,487.1,487.1,0,0.727917,0,Merchant,0,487.1,33.2,Medium,0
542,PAYMENT,959.35,C4301613796,10750.44,9791.09,M910624377,12367.71,13327.06,0,0,14,1,0,959.35,959.35,0,0.08923,0,Merchant,0,959.35,2.23,Low,1
106,CASH_IN,1145.34,C2239574212,1035.59,0.0,C6586492728,93.9,1239.24,0,0,10,4,0,1035.59,1145.34,1,1.104911,1,Customer,0,1145.34,60.0,High,2
563,CASH_IN,3556.96,C3417811713,37743.35,34186.39,C6709831114,7.2,3564.16,0,0,11,2,0,3556.96,3556.96,0,0.094238,0,Customer,0,3556.96,2.36,Low,2
81,PAYMENT,12987.75,C4106700950,5411.82,0.0,M378146095,31341.25,44329.0,0,0,9,3,0,5411.82,12987.75,1,2.399442,1,Merchant,0,12987.75,60.0,High,1
133,PAYMENT,1331.64,C7919891732,2823.72,1492.08,M478559016,4.43,1336.07,0,0,13,5,1,1331.64,1331.64,0,0.471424,0,Merchant,0,1331.64,11.79,Low,1
138,PAYMENT,1156.03,C8774328877,1240.35,84.32,M588588466,144473.32,145629.35,0,0,18,5,1,1156.03,1156.03,0,0.931268,0,Merchant,0,1156.03,23.28,Low,1
184,TRANSFER,258.27,C6051938304,318.81,60.54,C2352170644,4.04,262.31,0,0,16,0,0,258.27,258.27,0,0.807573,0,Customer,0,258.27,35.19,Medium,3
401,PAYMENT,203.03,C4899980214,1090.46,887.43,M491125383,151.11,354.14,0,0,17,2,0,203.03,203.03,0,0.186017,0,Merchant,0,203.03,4.65,Low,1
330,PAYMENT,94.48,C2609913456,2280.3,2185.82,M165597645,135.13,229.61,0,0,18,6,1,94.48,94.48,0,0.041415,0,Merchant,0,94.48,1.04,Low,1
508,CASH_OUT,1.0,C5355736991,576.88,575.88,M509618568,3611.48,3612.48,0,0,4,0,0,1.0,1.0,0,0.00173,0,Merchant,0,1.0,15.04,Low,0
69,CASH_OUT,75.31,C9427695910,2310.07,2234.76,M728529547,2314.69,2390.0,0,0,21,2,0,75.31,75.31,0,0.032587,0,Merchant,0,75.31,15.81,Low,0
546,PAYMENT,285.59,C5632102185,12887.55,12601.96,M764780750,52567.68,52853.27,0,0,18,1,0,285.59,285.59,0,0.022158,0,Merchant,0,285.59,0.55,Low,1
53,TRANSFER,218.65,C1624516508,2194.98,1976.33,C1817777428,9.04,227.69,0,0,5,2,0,218.65,218.65,0,0.099568,0,Customer,0,218.65,17.49,Low,3
450,CASH_IN,1005.47,C4972196327,288.29,0.0,C8031004385,5.39,1010.86,0,0,18,4,0,288.29,1005.47,1,3.475647,1,Customer,0,1005.47,60.0,High,2
205,TRANSFER,80.8,C4371716659,1.12,0.0,C7746137853,5567.0,5647.8,0,0,13,1,0,1.12,80.8,1,38.113208,1,Customer,0,80.8,75.0,High,3
126,PAYMENT,88.23,C3116244658,22797.35,22709.12,M312975733,118493.71,118581.94,0,0,6,5,1,88.23,88.23,0,0.00387,0,Merchant,0,88.23,0.1,Low,1
43,CASH_IN,5.89,C6844378586,831.77,825.88,C7774118428,8534.02,8539.91,0,0,19,1,0,5.89,5.89,0,0.007073,0,Customer,0,5.89,0.18,Low,2
111,CASH_IN,1035.73,C3367526968,1810.14,774.41,C8688165473,2544.79,3580.52,0,0,15,4,0,1035.73,1035.73,0,0.571866,0,Customer,0,1035.73,14.3,Low,2
663,PAYMENT,68.33,C8609409546,4283.31,4214.98,M898018578,7851.46,7919.79,0,0,15,6,1,68.33,68.33,0,0.015949,0,Merchant,0,68.33,0.4,Low,1
183,CASH_OUT,96.35,C8589459266,4286.05,4189.7,M405227953,13.88,110.23,0,0,15,0,0,96.35,96.35,0,0.022475,0,Merchant,0,96.35,15.56,Low,0
95,PAYMENT,1248.25,C8427278299,7291.43,6043.18,M997213765,225.42,1473.67,0,0,23,3,0,1248.25,1248.25,0,0.171171,0,Merchant,0,1248.25,4.28,Low,1
374,CASH_IN,69.03,C4254670032,13657.98,13588.95,C4122337672,438.18,507.21,0,0,14,1,0,69.03,69.03,0,0.005054,0,Customer,0,69.03,0.13,Low,2
520,CASH_OUT,863.22,C9023099732,7250.68,6387.46,M122331733,311.57,1174.79,0,0,16,0,0,863.22,863.22,0,0.119037,0,Merchant,0,863.22,17.98,Low,0
360,TRANSFER,36.12,C3394247985,0.45,0.0,C5982873070,1516.51,1552.63,0,0,0,1,0,0.45,36.12,1,24.910345,1,Customer,0,36.12,75.0,High,3
696,CASH_OUT,386.74,C6007957505,2929.1,2542.36,M293831656,378.64,765.38,0,0,0,1,0,386.74,386.74,0,0.131989,0,Merchant,0,386.74,18.3,Low,0
281,CASH_IN,119.19,C9315726035,2074.53,1955.34,C4334685988,132.68,251.87,0,0,17,4,0,119.19,119.19,0,0.057426,0,Customer,0,119.19,1.44,Low,2
195,PAYMENT,236.85,C3624418094,582.89,346.04,M646924611,22.7,259.55,0,0,3,1,0,236.85,236.85,0,0.405641,0,Merchant,0,236.85,10.14,Low,1
195,CASH_IN,8294.6,C5435079925,3636.68,0.0,C2127169727,281.28,8575.88,0,0,3,1,0,3636.68,8294.6,1,2.28019,1,Customer,0,8294.6,60.0,High,2
667,PAYMENT,15.2,C4289184157,1153.58,1138.38,M416237131,15.8,31.0,0,0,19,6,1,15.2,15.2,0,0.013165,0,Merchant,0,15.2,0.33,Low,1
93,TRANSFER,6938.36,C3403756508,265.1,0.0,C4916209202,318.82,7257.18,0,0,21,3,0,265.1,6938.36,1,26.074258,1,Customer,0,6938.36,75.0,High,3
672,PAYMENT,64.23,C8188290402,24145.89,24081.66,M238599482,909.26,973.49,0,0,0,0,0,64.23,64.23,0,0.00266,0,Merchant,0,64.23,0.07,Low,1
61,CASH_OUT,2294.26,C8771549203,2616.18,321.92,M343089352,77.36,2371.62,0,0,13,2,0,2294.26,2294.26,0,0.876615,0,Merchant,0,2294.26,36.92,Medium,0
634,PAYMENT,3410.57,C7842491797,1687.89,0.0,M569124030,2610.38,6020.95,0,0,10,5,1,1687.89,3410.57,1,2.019415,1,Merchant,0,3410.57,60.0,High,1
51,CASH_OUT,954.25,C3808012878,6.0,0.0,M645597054,5291.17,6245.42,0,0,3,2,0,6.0,954.25,1,136.321429,1,Merchant,0,954.25,75.0,High,0
403,CASH_OUT,35.27,C3039318439,224488.68,224453.41,M955239851,115.12,150.39,0,0,19,2,0,35.27,35.27,0,0.000157,0,Merchant,0,35.27,15.0,Low,0
5,PAYMENT,695.66,C7051012099,10.37,0.0,M882560119,155.35,851.01,0,0,5,0,0,10.37,695.66,1,61.183817,1,Merchant,0,695.66,60.0,High,1
466,CASH_IN,67448.83,C9280189747,4066.38,0.0,C1331459037,2525.82,69974.65,0,0,10,5,1,4066.38,67448.83,1,16.582869,1,Customer,0,67448.83,60.0,High,2
604,PAYMENT,412.6,C4000544577,6518.72,6106.12,M759830876,32.37,444.97,0,0,4,4,0,412.6,412.6,0,0.063285,0,Merchant,0,412.6,1.58,Low,1
682,PAYMENT,329.76,C9270417490,66906.09,66576.33,M563796908,25.3,355.06,0,0,10,0,0,329.76,329.76,0,0.004929,0,Merchant,0,329.76,0.12,Low,1
534,PAYMENT,272.02,C7013731831,99.07,0.0,M158198195,167.17,439.19,0,0,6,1,0,99.07,272.02,1,2.718297,1,Merchant,0,272.02,60.0,High,1
405,CASH_OUT,1131.3,C1362872864,145.19,0.0,M502270736,385.8,1517.1,0,0,21,2,0,145.19,1131.3,1,7.738559,1,Merchant,0,1131.3,75.0,High,0
513,TRANSFER,338.88,C1422850202,8110.72,7771.84,C9790977548,102.19,441.07,0,0,9,0,0,338.88,338.88,0,0.041777,0,Customer,0,338.88,16.04,Low,3
645,PAYMENT,712.79,C3198160233,5582.11,4869.32,M518206765,1686.49,2399.28,0,0,21,5,1,712.79,712.79,0,0.127669,0,Merchant,0,712.79,3.19,Low,1
233,TRANSFER,224.83,C1735220908,77226.47,77001.64,C1688041152,13.42,238.25,0,0,17,2,0,224.83,224.83,0,0.002911,0,Customer,0,224.83,15.07,Low,3
524,CASH_OUT,50.78,C2397053057,16622.76,16571.98,M566000357,1242.5,1293.28,0,0,20,0,0,50.78,50.78,0,0.003055,0,Merchant,0,50.78,15.08,Low,0
346,CASH_OUT,41945.99,C4392463283,470.59,0.0,M713304027,104.79,42050.78,0,0,10,0,0,470.59,41945.99,1,88.945885,1,Merchant,0,41945.99,75.0,High,0
46,CASH_IN,332.52,C4747569662,830.78,498.26,C2007707095,21425.83,21758.35,0,0,22,1,0,332.52,332.52,0,0.399769,0,Customer,0,332.52,9.99,Low,2
546,PAYMENT,242025.02,C7291040759,4054.38,0.0,M722669249,3945.7,245970.72,0,0,18,1,0,4054.38,242025.02,1,59.679986,1,Merchant,1,137329.64042000036,80.0,Critical,1
78,CASH_OUT,943.72,C1557507507,24.02,0.0,M529604630,553.14,1496.86,0,0,6,3,0,24.02,943.72,1,37.718625,1,Merchant,0,943.72,75.0,High,0
730,CASH_OUT,1339.38,C4422801846,4459.18,3119.8,M974668338,363.92,1703.3,0,0,10,2,0,1339.38,1339.38,0,0.300297,0,Merchant,0,1339.38,22.51,Low,0
73,CASH_IN,217.33,C6946020662,5343.13,5125.8,C7635144529,111.27,328.6,0,0,1,3,0,217.33,217.33,0,0.040667,0,Customer,0,217.33,1.02,Low,2
249,PAYMENT,123.23,C8273559979,144.73,21.5,M952188343,0.51,123.74,0,0,9,3,0,123.23,123.23,0,0.845605,0,Merchant,0,123.23,21.14,Low,1
47,PAYMENT,227.39,C3313670657,643.9,416.51,M735925299,532.09,759.48,0,0,23,1,0,227.39,227.39,0,0.352597,0,Merchant,0,227.39,8.81,Low,1
121,CASH_OUT,76.35,C5826751845,7.73,0.0,M366487861,6909.15,6985.5,0,0,1,5,1,7.73,76.35,1,8.745704,1,Merchant,0,76.35,75.0,High,0
214,PAYMENT,63.47,C2432152495,11183.88,11120.41,M816397711,38.13,101.6,0,0,22,1,0,63.47,63.47,0,0.005675,0,Merchant,0,63.47,0.14,Low,1
239,DEBIT,14316.99,C1602483220,3117.82,0.0,M877615583,51.49,14368.48,0,0,23,2,0,3117.82,14316.99,1,4.590515,1,Merchant,0,14316.99,60.0,High,4
56,CASH_OUT,1997.21,C8541538292,41.83,0.0,M356296258,523.07,2520.28,0,0,8,2,0,41.83,1997.21,1,46.6311,1,Merchant,0,1997.21,75.0,High,0
350,PAYMENT,8073.73,C8095575102,77.47,0.0,M217137152,17.03,8090.76,0,0,14,0,0,77.47,8073.73,1,102.889384,1,Merchant,0,8073.73,60.0,High,1
107,CASH_IN,3826.86,C1230624955,370.0,0.0,C6076952556,64.9,3891.76,0,0,11,4,0,370.0,3826.86,1,10.314987,1,Customer,0,3826.86,60.0,High,2
48,CASH_OUT,121.18,C9294093839,9165.77,9044.59,M268840089,133.88,255.06,0,0,0,2,0,121.18,121.18,0,0.013219,0,Merchant,0,121.18,15.33,Low,0
573,PAYMENT,18.55,C5385030827,3871.28,3852.73,M550625383,550.21,568.76,0,0,21,2,0,18.55,18.55,0,0.00479,0,Merchant,0,18.55,0.12,Low,1
337,PAYMENT,160.73,C8640619678,140.39,0.0,M797934267,69858.61,70019.34,0,0,1,0,0,140.39,160.73,1,1.136785,1,Merchant,0,160.73,60.0,High,1
26,PAYMENT,484.76,C4778895722,248.84,0.0,M294860525,357.94,842.7,0,0,2,1,0,248.84,484.76,1,1.940282,1,Merchant,0,484.76,60.0,High,1
257,PAYMENT,3978.6,C1308745579,1250.74,0.0,M497369891,1047.84,5026.44,0,0,17,3,0,1250.74,3978.6,1,3.178456,1,Merchant,0,3978.6,60.0,High,1
8,PAYMENT,361.69,C5585888072,148.17,0.0,M913763592,334.09,695.78,0,0,8,0,0,148.17,361.69,1,2.424683,1,Merchant,0,361.69,60.0,High,1
